sample_key,split
0009c2ab925dd52e19734b2250777f1c919442c04700f4168373b9d607a78679,train
008b2a11ab44ae750805862af287c547839718666e7fdae99b26def01bf217ce,test
00d6dbd37b6179858165ffbda3dec671846b88ffba624c02d4f72cdd723fa432,train
016a36d497b99aa67e60e280ba97df3d06a65e4aab939d2c348723a876ea89d2,val
01f20f52c7aac5f2ca9b026ca5e1cfd70db92eb72dab258dd37bdf8f9fb7a6ad,train
02215729a4d4cbd36c9477572f46f5415214756201c93383924046592f8143d1,train
024057f4821fc9dffa9ce24c343fb5ac7088e7bc2642dafb451a8f5c25cbafb9,train
02643296dac1f4873affad26a6094595be8f003ed7de1f466ed8d8a67113d16f,train
027b516f88e2987778fee03283adfabd7081908e2fb7409d30e4ee03785d0a3b,train
02a31f850c7c173beb8abba62ab8cc8a089c00621063cbc7c397f803cd643320,test
02a855aa1a18553c5aa5492250071ceace46089fac65b0aa3e8db05dfe219e51,val
03022042c0fbe657469f5e99a058f454e5c37d83348090b145574f8febfa4fdf,train
033bf217c1eea02826fb583af43278b19fcae84945716258da3d29477d4280b8,train
0349d7980b25575a582d519126cea5f223718930599658b15254550dfff9fda7,train
0388a445b6b586cd2940db3e5c3d8b8d0980929a0ca5dfb0c08aad2a6cf31041,test
0389f27e90360726d47f744b94968b984ef3509a75c7fb1ef7cb03f5a983b99d,train
039d69339b201e18aeca9e2a84e1fdc3ee1cf1d7059ed1bc20368b33e21a8299,test
03a646110acd09d5d9976f33c49e0056924d0eb318a2844805f0eae9bfe84549,train
04d83bb66f8c28a8f8fc3e0e91016b6170725e089881d87ffa6d2e5964d4d5e2,train
0548778a4b6e517e1f706178571bda0ac8558a3c984a5e6b07247c665080552c,train
057353442b475c821df0216c2604a3916751268cbb3d4596c89fb4d95dd7d0b4,train
05a517a24bb77696758ebbb3f5e6eef6443e99cdd6f490e567f8bda35882fb7b,test
05b42f856e36afcfdba84122cb31b44d3cf86fae11fbced365719ce7da9c7e43,train
05d462bbfa476df915957202a6784b0a3537457b4152b7f46e81f5c4333492cf,train
066d50bf2dccab196dc1025ccc68b02174bd98950cb95599b4d9532ed74f6d4b,val
06e21e953fa5a59d88098b4c426e1e5d0176823abae8e8015a4e6db6207acc33,train
070a7815a24ad809e8c2103ceeabf6015f1247c1fbf846b1ec86fe00934ad12f,test
075057e15cc3ae6d2119a7c23aa56db5e3dd6ccc932eeb0b73734cbc55794879,train
076de8a457dc29004de7fb1cd7889125da44700eb4d570a3189243b06280b2e8,test
079a1423b2a7c9299c0f89714460d0490a2501ae6b0656ab6f8b7a300b96dbc2,train
07b6560a4115876b5873df13f1e9853ca9230ed36e5ac83a4fd5a45d865ebe6a,train
07e28ff4d9be73c2518c4c95f31f5db1e9519ce23f17047ebffd4c42a583843b,train
083a783c231759391da2fe9ae8cf9be786ee3c8745c40c22e32551763bc8c203,train
086f4f0dceb578c3a9276afb0ba019d7b7373600993f3ca5d38d0e6f803faee9,test
08b5b8551cd8bd844dae7f037becddbe45cda61d24b8e6bd1198b16ca492f271,test
08b71b563b2993d411dcdb1f9b6f3f6335e6d2c79636e8fe1fcf6457c7d488aa,train
095a763ce62bab635685be965ab960795df0fc14aa3a483aa6b6785bdc06441f,train
096db2603f7ac3d75f10e659a1e591fd1a701603c585553f92f55727c2938a4f,train
0a145f1f8e5be2d8e77e0177ef0fabb4ce4f15842dbfa37e88edca2e90ed53a1,train
0a4994f97620b36ad7de600f30b59e1db1f928b45897fc411ee42202996175f0,test
0a93ce44bcfd60fa5bbab2bcabf7dcdaf384bde105fdd61328108514b103b269,train
0aa0ec504fa109748747d6094e1dcc5daf5fdfbf043991047a907bb5caf7b6e6,train
0aa7dc81ed742fffd371f6220c0ad9a246c7c3aeb4e7453c00aacfe29c1df4e1,train
0af469f31d765ff70d93e9726837dbafb31d4145c3f5bc9ddfdeb7eda252b529,train
0b536081f25dc87d30fbbe3c5bd5ac79e7bd5a88213cd5e0e16d541b7510900b,val
0bcc899d455fd76e19345827c9d143980cb1da7f26f6eb618fe02b2e6c852bd6,train
0c17f6236edad8520c4065820e9cde6eac4c0c1de603711fa84e8147bb9f8e5b,train
0ca0969b73da3d313219375ebc5f6983bae9e434f1bb5e3eda394dd851213056,val
0cb486d5606c4d98823dfdfc1d7f164eefac92b56822a7b5bb8b1e96a8eedcb2,train
0cb59aba7336f5d3b936e164a20f827fd1453c5c296db331b01a965d2cdeccd8,test
0d417778203612ece202c58187bfece4547e673aa8e777dc2cc08395ee74a750,train
0d524246b61c1c0b78c6532f416825271574783c97b9c2b823b8c73efdba397d,train
0d69b53d7889491db55dd7c83881a6489c57929aefc1b790d082eebc49875624,train
0dbb9bc7d51a67b3a84893c184ae5668399fd51c7c7a805cc12439714078961a,test
0e21d67147ab04c8835acc08f6265c3ef1e062baa8f02f9b766744ccf1361018,train
0ed363e88be752f86178f185f6e72bd36583c04ca73a68c4b3577d5afcda72ce,train
0f2dbb9972abba65b5526370d77f1569189a861fc0ee1e2dcbb0c2c411a1faeb,val
0f345fe1db46e9280344d1aa2d60b647322f6411b55d46e3db8015530627ec1b,test
0f41eaff0e12b933aff4c6c2efc1928809dfefa5684ee2842208e23922efa497,train
0f5e534f9b2cfdf2e3f4f925f542c9e71b927607a1537ebc4f1b43f04313c3ba,train
1038e7a7201cd0de1c1741ba618346cf7081fbeab713440e7bc495a710db945d,train
107b5f633cf5445067968adf722b19636caef2f402afe670f5d40305a96f9784,train
10e7f85339f334f47643f63ee036b6a33abf2457cdcaaf8f5b0ee984c7e200ea,train
11131a63c825ce51e0ab7aeda5f6e405e474830a9522de47db81ecfcee48ff53,train
11277693e34fe475a83b50ff5771abdf991c371140ccd956fb50595480ebd120,test
11293f99acd4fa44155d3157e2a46e2aa39287c843f2c1be26118504fd360d4c,train
118cf389fe82d5852fa1da90649854214aefc79e0a35eecb84a476d20a6f8e5a,test
119378cb7896d73e989763db0ea6c6b927844b1696d5eb420c5b512e5aff06fe,test
11a58b58a8a17c24a903ff50176470ba78dd890f1316848490599392a3bd4345,test
1215a52716bf75b9437359e248213b60863cab1ade6b3c78bcd6c4615f3c0ed4,train
122a59368337000ed0c362c537bffc4fbef4c3647312f9874b556bc27ee79912,train
123857e146df5b7ba3e6ea641d37aa239ad4c093743488d811ebe3e8bf3c3607,train
12ee0ba70c2c2926d0dac400157102d9405a5fba9f8b804a45ec02419eca9589,train
132e8c2f4baa74d464c2e5dd727bb34b1e3074b5320ef4162d52381c6b93fc25,train
1342526009238478a1155fe97dc9910773e48e124b1ddcdceadad3488ee01686,test
13651cc87174072ad3fcee7025a93de269af861e18c248836b75902e08b4717e,test
136a5dbd82d21c43e27959238235f671091e023c5e3df327dfc9d041090f8dd1,train
141804f5a8d6396f6d08b8ab975d621c4d5ddc3d0aa1174ad231fff2365f8c87,train
143152c0fc00fe0061a6bbb517810e110d03009bc15bebe44898edbfffc1aeeb,train
14511042464e4b3f11e499ff2dd21ec95e302cf0110ceda5c67e71d1f00b2b70,train
14575dd6ee20afaa94ebd37af38c7047a94067b3e6a8f448c684d87240a44cef,train
1475082ed5d94c3bdbc2a68c05889424aa7d7258b85febd6a3b869332cd26b38,train
1483eabf89f47cb8382f0d2df4ab20af8c08b1b8d3518a3e0c9e0f540d30e3e1,train
148d6f4c8eba5dee4d59082b44f2dad9ff27dffa2f0560b104aa52076c767583,train
14b14d0c274c9d7ba3a836eeb969986cdc85aae056a6132b625138b82c3f3aea,train
14ce20ed11cad4d2fec0bcaaae1a45e817049221256264ff9dd287f6d75d8346,val
14d0a38e9713326a683665cbd176a9f30390ffbd6fb688fd40aa10c7ccf731bf,train
14d5eea59dca57871a0bbceed63e9f36a73575ef0cb1b57186797b949fe37f52,train
153d3ee7cd8289131f3e58f3fcd9e05a03bc11c7dc3b167a7776f4d2bec34484,test
1549ffae8e10881ac69416ef77509deae8bf39b8c6d5d6dbd04fed5daccba3ee,train
15b95e4122828009b984aa97181ab89d06964e13d6964c486b0062591da82727,train
15fce3cefd3e6d9cc72451e641c28eb76789fb8973107ab4c2832f118b57c742,train
16265ceff975c0937843467a4772c836fd030288f1eea20df9c44af1273d1d38,train
164062968aedfbb399b2fee4d30fd075ad68b96cda13011089b9ecd07f318061,train
16806215cf40bd9fd3ee0b46c587497bfe2923573683917ca58ee76b37df10ea,train
16b5b72c706ae1504fa87bffc2cd7b2faf202bb5b8b44f82d3a19a3ca260f477,train
16caf92bc17bf65480487899e6d18f6748b6c185c3a0acffbb7f80167feb2d5a,train
