Drug_ID,Drug,Y,split,d3d_asphericity,d3d_eccentricity,d3d_inertial_shape_factor,d3d_npr1,d3d_npr2,d3d_pmi1,d3d_pmi2,d3d_pmi3,d3d_radius_of_gyration,d3d_spherocity_index
719057.0,N#CN(CC(N)=O)c1nc(N2CCCCC2)nc(N2CCCCC2)n1,0,train,0.1712870244544102,0.8586884763562922,0.000261746754084,0.5124979029936703,0.624600404165734,2386.2775542391178,2908.245899394013,4656.170377088529,3.800717683120986,0.1636619770805074
3234018.0,COc1ccc(CNc2ccnc(-c3ccccc3CN(C)C)n2)c(OC)c1,1,train,0.5738105323615235,0.985295506199272,0.0006499464550431,0.170858905133798,0.9135159959126063,1405.5250072131305,7514.794594632987,8226.232083791456,4.759422134810219,0.1565454502300545
3234774.0,COc1cccc(-c2nccc(NCc3cccc(C)c3)n2)c1,1,train,0.4577017924387662,0.9724584760467604,0.0006333768986694,0.2330761943331247,0.8234866666995091,1300.1526712285497,4593.598211493963,5578.230221874583,4.333943120095354,0.1334506182266875
3235494.0,Cc1cccc(CNc2ccnc(-c3cccc(C#N)c3)n2)c1,1,train,0.647353445599703,0.9907526889861296,0.0010795243004494,0.1356801727105089,0.9044246267531946,837.7992291388614,5584.64984213084,6174.809571671268,4.57929226755995,0.1067212159629946
3234805.0,COc1ccc(CNc2ccnc(-c3ccccc3C(F)(F)F)n2)c(OC)c1,1,train,0.4790614251443879,0.9750015000359088,0.0006121161084249,0.2221982784085592,0.92418457201833,1509.81906749097,6279.758325348512,6794.917936829572,4.327584510475144,0.2561161681817632
3235341.0,Cc1cccc(CNc2ccnc(-c3cccc(NS(C)(=O)=O)c3)n2)c1,1,train,0.7317961306254179,0.9950359754497377,0.0010118738656684,0.0995158658746877,0.9525220704376546,941.3446702751075,9010.136890684113,9459.2421218589,5.132270206575784,0.1465196504911341
3234065.0,COc1ccc(CNc2ccnc(-c3ccc(N(C)C)cc3)n2)c(OC)c1,1,train,0.5881671628195819,0.9864985496282964,0.0006367875357422,0.1637699959738263,0.914695645192314,1436.4220306639504,8022.769789385605,8770.971887265106,5.001058157817566,0.1473140014357145
3233151.0,COc1ccccc1-c1nccc(NCc2cccc(C)c2)n1,1,train,0.6438918880431529,0.9904360028900618,0.0013613316944431,0.1379729110338601,0.9414494029531192,691.5650364977735,4718.850141201267,5012.324747776434,4.130997634376464,0.1727268486579966
3234816.0,COc1ccc(CNc2ccnc(-c3cccc(NS(C)(=O)=O)c3)n2)c(OC)c1,1,train,0.4433678137378546,0.9701650699980576,0.0004782428546956,0.2424453277662079,0.9071795778263516,1896.9014778142216,7097.807566253037,7824.038084344605,4.504290225733644,0.3082731692411052
3235007.0,COc1ccccc1CNc1ccnc(-c2ccccc2C(F)(F)F)n1,1,train,0.5416705885950216,0.981950200468442,0.0008007956301528,0.189139641006285,0.9515700346741424,1188.2807533459554,5978.293876673124,6282.557939858145,4.325862495235065,0.2799538862372816
3232972.0,COc1ccccc1CNc1ccnc(-c2ccccc2OC)n1,1,train,0.233076860335767,0.9145837374439656,0.0006816975927614,0.4043965717003879,0.92769265473512,1360.8565800814924,3121.8282790609155,3365.153602463606,3.4942229069318915,0.5024136307671411
3235009.0,COc1ccccc1CNc1ccnc(-c2ccccc2CN(C)C)n1,1,train,0.2226954296160745,0.9125718582362048,0.0004630147933536,0.4089163772158314,0.7921784530698471,1710.9139155838088,3314.489745338533,4184.019058451077,3.635222281785175,0.3792394999195351
