Drug_ID,Drug,Y,split,d3d_asphericity,d3d_eccentricity,d3d_inertial_shape_factor,d3d_npr1,d3d_npr2,d3d_pmi1,d3d_pmi2,d3d_pmi3,d3d_radius_of_gyration,d3d_spherocity_index
METHYLNALTREXONE,C[N@@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.0,train,0.3016905913016669,0.9409662053475448,0.0006740114905958,0.3385005175680565,0.8595251506202951,1275.2381266682128,3238.1021180591392,3767.3151457200433,3.408183125990659,0.3914835089538293
2-[({1-[1-(4-Fluorobenzyl)-1H-benzimidazol-2-yl]-4-piperidinyl}methyl)amino]-4(3H)-pyrimidinone,O=c1ccnc(NCC2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)[nH]1,1.0,train,0.4478694136823176,0.9711558234342678,0.0003419642037904,0.2384457309529979,0.8410613772409286,2459.501222403588,8675.313569980695,10314.721142516077,4.979656551174788,0.1730772075200199
TERFENADINE,CC(C)(C)c1ccc([C@@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.0,train,0.7176417197242728,0.9944198209395838,0.0005030810276774,0.105495117055179,0.9518158865840856,1891.9733287860977,17070.08174027687,17934.226546205962,6.2472188018564765,0.1175317754152514
SERTINDOLE11,CC(C)(O)c1ccc([C@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.0,train,0.752882811363509,0.9958592622807652,0.0005643031153963,0.0909083589644551,0.960256717130497,1701.6682894902938,17974.567178689485,18718.50189437079,6.35956261878549,0.1083305267255835
MEFLOQUINE,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCC[NH2+]1,1.0,train,0.2634568662306216,0.9283790751259828,0.0004164071760631,0.3716346228060898,0.7808720896835588,1875.2608854299333,3940.26497114498,5045.980030790621,3.783771157130136,0.3054019842162974
SUMATRIPTAN,CNS(=O)(=O)Cc1ccc2c(c1)C(CC[NH+](C)C)C=N2,0.0,train,0.4655966972828394,0.973648059873982,0.0009082949929196,0.2280558166406427,0.8470705781192821,932.5941293548576,3463.946063467708,4089.324022041437,3.783399656518831,0.2009562934851343
,O=C(O)CCC(O)=C1S(=O)(=O)OCCOS1(=O)=O.[H-].[Na+],0.0,train,0.3354623681931142,0.949668996705656,0.0009642606147998,0.313255162281602,0.7963222026470442,825.8371133537548,2099.3506518572785,2636.308073388956,2.919346088462642,0.1775924230065744
PALONOSETRON,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2,0.0,train,0.4773061302531795,0.9751972743813428,0.0011263643683809,0.2213374709334144,0.8545104547348403,758.6447855795669,2928.8755219527743,3427.5479085409456,3.464377268129645,0.1768895542487449
FENTANYL,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1,1.0,train,0.5087113585930776,0.9786458130749124,0.0007721708833124,0.2055538191105768,0.9260340851989836,1199.2605590443225,5402.751257627627,5834.289843085742,4.292418934047716,0.2863184598580565
VANOXERINE HYDROCHLORIDE,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1.0,train,0.5609883236155778,0.984212856058592,0.0003373732193832,0.1769888526687171,0.8990719484474622,2664.917950781687,13537.310052778228,15056.981898005784,5.889676196170004,0.1809203920150151
Wombat1,Fc1ccc2c(C3C[NH2+]CCC3F)c(-c3ccsc3)[nH]c2c1,1.0,train,0.2052498443041367,0.8881742126393711,0.0003504104939068,0.4595068748152012,0.6424797814606651,1833.5061096415347,2563.597345748172,3990.160343909786,3.623495261136959,0.1917922241887475
WOMBAT01,Fc1ccc2c([C@@H]3C[NH2+]CC[C@H]3F)c(-c3ccsc3)[nH]c2c1,1.0,train,0.2356376867114069,0.9099687536628942,0.0004111664320349,0.4146768227875763,0.6774484013726974,1647.6257510123758,2691.689937191408,3973.276683120517,3.607329292755055,0.191668488858612
SULFAMETHOXAZOLE,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.0,train,0.2668555559865848,0.9296797287965086,0.0009499027612857,0.3683688394325045,0.785352586342814,826.771558469632,1762.6550138146958,2244.412311701842,3.0890722554328387,0.2604235781326831
C(NC1=C(N(C(=N)N=C1N)O)N)O,N=c1nc(N)c(NCO)c(N)n1O,0.0,train,0.3656077087127106,0.954839390546208,0.0020101586905081,0.2971224297513499,0.7378213442374051,367.04631714966297,911.4579715283944,1235.3369533792168,2.59832363867951,0.1258401801198664
ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1.0,train,0.8298605688017566,0.9981689897973608,0.0009334873435629,0.0604869226107286,0.968717919783348,1037.7408183017778,16619.759832206437,17156.44925400308,6.230627044943746,0.0847002463989645
2-AMINO-N-PYRIMIDIN-4-YLACETAMIDE-4,Cc1ccc(-c2nc(NC(=O)CC3CCN(C)CC3)cc(-n3nccc3C)n2)o1,1.0,train,0.4673723732130464,0.9735314408004824,0.0003701861526481,0.2285531311816504,0.8002766854835214,2161.822314959005,7569.600940818807,9458.729809484965,4.931877459026578,0.0797780255256013
