sample_key,split
004d331014e238a23134454eb0af3ae34a1bfa1fc41b7f4d342ccdda4846f4dd,train
00cf5908cf975f7916910ec83f0686351223cf72df0f9827852498dc8a646219,train
0106a2048a9c7fd79e87540e8e79bc103bacfba5818a491b4d26967fb0526972,test
011e45c9ff63be4d4ede461f8d1181169658f50856a03b22cea690cc9eea004c,train
0126ead6b0f7a875ac4152f029d64e065f60611260b1a98803423308d517004d,test
01576d6168e693b52d9995e19af69f8efbe29209579d334f254fba368af501fe,train
0162f47b2859668bb631522c3da4bf5d54742105ae5cdd7a15dea689ab61be45,train
01a36a9c2cbfcad5a63478414c661e2d32b954c1f3def1b3fac2b1d8bd00d9d9,test
01e2b6a375d0495bd341eb543f466ff7deb1cc98b651ad18fd1bd1f2b8ed19bf,test
01efa87cdca4ff02f6467e2b210103d5bcdcca0b841f6c5e2a0c155104dacba0,train
0213705ddaee877b25c18cc8cc5b3cca26f1e4e9eb48121708f91356fbc781d4,test
024a0c03c17aca460f6a10e52afe73840ffbcc3c428c0fde7b5c65901fe5f8cd,train
025f8946a327e691457e6ea36327bd8fc5c7f81a157145ee32c8845cf475c076,train
02847a9c9404feb0c79ad0bd752cf9f3a8513775a65ff647c46fa644a9750e7a,val
029b6e7b762c31e2b12479abe1c078c166a0d37b5a73e7de99d2b11f4dd316ff,train
02b13b2f436bf442bf26fd1620b4d0910185720f2f1b98da9d3ac0911b43c08d,test
02c105df76762b1b718650d995592d8b6f18d3f829b77d8ee5d9acbd65601b54,val
02e90d5e6bf16ba1e6c51c3f0958c607d8ef79c5a289fee9b059cb785cba00ed,train
030e06ec4e6ea72a2e1daacd6c01172d4b8c5f49f097928ef6113f08105df57f,train
03587b3e0f4ea80dcac9ba7a9fa9f0d31be066ae72f4a4e87117bd22df5ce11a,test
03bb87bbff9935347af39e2ded344284044fe50c5f4484ea2dc54bf128a64f28,val
03d9f3fd17a0ed8b0ea84dba0fbd0da986b70fec13ab635e6ba1f308d4476a45,train
03fb12f816c1a4b5a0996b82c3cedd696d7aed412ec4624e64cce2da440a8029,train
0428e44cdfa7cfa477c8bc2864e45a460876cfa811810611f183a36199e5f21b,test
0467f9b4ffa65a2667e76c9030c65e66ae07dab7db25bec9619b5d9ebf4fd1f6,val
046931e0076dd2665b4c69d6813f4d8d212c7f40c59cf68e776d8a943b4e03e2,train
0471cf3af0a0d0ee00231b3d5dae9ef950696b37bdfc43c9e1cd07f6403b72a1,train
049aa3c45a545fd23e9ca2cea3c6e363667f58881da43ce4e5bdea43cc125e21,train
059ac4fc3bbab6c1be390ecfdaaf3f012e94112025512a43f26ac5c7dcd4b074,val
05bac25fe5c36f6a87919248089b51a0c35eff72aa969deee799e9ea61b08f42,train
05dec553d8b30dfe9910aca45ca5042a255bad092605d9062042ee7cd9ab0bb4,train
0679e3ea68187adab06755aae6b0e87e079b4fd31190e8da53ed15f95cd9722f,train
06a9f371eba4afb6586c74419efee3ed42ae92ca1042d0a748b10afc104f4328,test
06b2b0858d887cfc7d2ee06cddba07a2ac7a1a28341e70b2ceb3b7f5d54714ec,train
06e296b60baa21aec60a444a0980cdfa2a5fe7f521237ae7739dc4f91455532b,val
0702c75b0345bb053e822a68186ec9bd53fa6b095a4e32f3c140a0016fb3f61c,val
07159b25364cf874b7720127e205d4087746a2e9a8bcf619d17f1a6207acaa1f,test
072f1ae52209c707eafaf1fff838b2a9d7427fb8d8eed2430f8c0f35ca229d2b,train
083dc39259cb86fc0c915e7fbca40e9249efe926f09305e409a13e1b5cdaa2bf,train
08512fd6adde54b3eb32262d191699b1f6b1efcee5bffb54d9ece633713ae526,train
088b15ba1d6e59e139e659e6ab1cad2e5b2583d836ff823694d9326e13b60c2f,train
08ef3c0c5c2283bd8b81905025f61bcc7a94c615e5a6e2801d557ea29fd91bfe,test
08fbc95b477f98f1847106b6337df9d0b60b74a44c128f83edafb94b834f84c3,val
092b9376893adfbb411f4170b2408bbbb60c8404683bcf2802f6e196fd17e7f3,train
09e92c805a91a84d8863f80c10e57a2a711aea5d7d431c1fe638eeed3b9cde3a,train
09f6c6726cbe10139d2c51598e64f5b849aca75b3aad7d07ae5bcce81af0da5c,train
0a334f97619d773482fdaa6d299ad673813d9c5a48c8af81cb2319d4febf6eb7,train
0a47e2b8600c1015ffbebfd3943fd6fcf511342dff62be77e15bcdc23c54d4d3,train
0abee22da7b4a529e256fccbe7d2a3f06291359b1d5a4118114e62f9fbbdd213,train
0b709282030459b6975b0bd56ea0540b3dc80ce11442665a18fe655e5912fecd,train
0bcd93819e7c3b55243370ca9478ad6f9f0f7a3e8b60b3ec52ce549b105de83a,train
0c4a96da25e388a02438b861edfc6c1e28eb0c0ea08d72f2a584ae0a214a7fc1,test
0c78fcfc03693a1f12bb646d84577a08b46c3e1c03391dd205be1dae7fe29a3c,train
0cfa7ec5df59376dd20d41ae17fc88d6e2273479ea211749d27c9cb8630e1bf1,train
0cfdb422ddb6e60c301fc89953aca820fa246c420408a5152572e2b33532b2d9,train
0e3470ea591a18dc592342f7ecb7fda010d4e57dc5862c61018b5847597ef997,train
0e61a36b3977ce1b4e65fb98d5ef9f2a97e20dfd2112a51199858b636c8f9f9f,train
0e9cbd8376676a6b7c532f8bb164039ac9e10db865f9ffb26a2c40c841a786fa,train
0ec94dc5e58c68790d0eb2bde0d7e046b3527fad13f3f42526ca2270e6400a8e,val
0f80c670d2d32d59e63cffbd5ef16d5206909bfef691bde9ca5447d3de4bd569,train
0fa3593e79f9bc847f3300eb334e525191e8f9e37ee77657a78593dcfc1ee420,train
0fb84d0c487d74699b5d8e2846c60108f176b36602a7e9b5050479e1090868be,train
0fd69c202b1d0951e61b2bc53df5424f3ab81c86862e76cdd1d5701a204c524b,train
10a419c503f04e20bf357dd7206bbb5ef31d33140b776e35a8b6caa8a30f457d,train
10ccb18955c03aa0c04ed5aed4385e67d309dcff43744a909df57166a96fc718,test
1102f5c0efabd49cace262014db9ed2a225c8e651b3068a1c4b4b32929a2fd7d,train
115132992ecfd46e17bc5579b382f6e51abe077fc851f443268ff3295bb06101,train
11a2a5657704542bb17f19a34ecc944ef56c88eb851364253959600b1a876788,test
11bc50df7336fc73e6575db0c303161cf3ef8332a72923d31f9bc4a678305411,train
1254da2901dfbc303b7be41d0769851aa216fbb2238cdecfc44413ccdbc62fb6,val
12b30cfe0a922bc568d38642772f38ad84188792ee9177499bec65365ff5a866,train
12b8539c5e477bcea577d543820c72830ec4a5758b3a7dbfcf2524c22c16fc72,val
12ba076e5c347335bead6a2964e160a1cc3d2734dbb7c6227008e6376bd075e2,train
134a8e9911ce63667af6a006816266cfad0235d29597aa6df342c821a7cc37d8,test
1357a47a7ee3f52743df9bf3df50801bd6db9f5e7d289fa2d489936e0de790e9,train
138c13aedf98e1338aad211b8fcad30b1fff64225f11eb8450e7eff363c9a34d,train
145925226bdbab41038d62b267a0c06ae0b2c79475dee07464ce7b78344fcf18,test
14799bf641d04e7e657b6ab177fdb4ec2b7403c11eea5192678829d782e8ce8e,train
14c5de8de4ad3a01dc20054abbcf6b0e7abb742804a9e181c1b29a7bff04e2cb,train
1531b4bda8f76966c9cb361ff294c5d2655a489467c9bdb6860da418627543b4,val
15a7a3e5f200fda1758f76100ca076dc909b00f242ed46bf4f7c074030fb8562,train
15c3cb362dfa32e51662c2fedb67dcbea5ea22e57af08f974b24effb30c2f44a,train
16344fbf1e68b2e6c85edc31d4890a152f9b942d2f7c9fa4be8f05befb54ce0e,train
165826fdb9a008e02e9e6ce04dfc096ba9a847cdc5c053834fc9dcb2615f74c3,train
165a9e108040b40b3c8f84e4e6766c6fca8d3d1abb6f7da01eca00b1d27fddd8,train
16a8a531abfb0516e2810dad53a28f3ae5298975478b66e3240b5866f55b5d54,train
16d21b3b114820920d62f3aa49639e04b76c6acc153d083b0af8a000ed06229b,train
16e30823903ef18f1a65525b8cfde739bda0b4909260117dc5ce892d77fe1e73,train
16e9051cad0d536d7b748ee53237b1387a1e60c9b333dab6af70e8802d078861,test
