sample_key,split
004a732d1f5d11b79e0ee1f5d54964f79754b67d1589c8831a8a3e0df47d976d,train
005716c36846b21f4af2d7e35fdd627474f64614bb7ff3889e0949daabc370b2,val
010330c1e3af952b267d2f507f006fbd9d43a636440ffe44a12989f57d07ffee,train
0173168892c7000dd99ecba46552b33a948ba1eda98f6c2225c2de39ae907e42,train
01e940c31b88414d659749dd4ea88030c1e059ac36a820129748b8adf4a8fa46,train
020fdf47bd271d974f80cd8b9693ce9da52ae179f0a1a7badc9cbc67d5f1d89d,train
0358d2ac9409e660f0d1b4c7034d9e21bbb2f9820ca2ed4a979a5fd568fdd3f6,train
0393616a299a55e9c824b9e5d05c08c51f02c0002d89c252a5b6a047cf5288e0,train
045e86e53dc4d3b0e81aaee177301cf4e77a3ba5540d4ef1e5774e7a1038b2a7,train
04bcf4fb07e0ef5b30e49f95dc31d1c05bb24ef272388a91c46903490b129407,train
050beee2e3db56b02222de886ef2be67dc49ec501d16ecfa7ce5a530fe73d0da,test
0515761204b369e17c9a23c3779f286459736800a7c276b8a266d7fa3ff61321,train
053e055a35708f6965fb80c0ed673fb5cb64014f623d0897d32e2e0148dba941,train
0581633593714c09f6f222e14df02b046fcdb61699f01e16b2e4fce5608e79d3,val
0599b63592f6ea4c9cf096e1c12c7d2a43fc3f7eb9f3f6cfe49a405f16a7a4b7,train
05d2ad3078183ea18570eb7b621c86b009f2e6a303564f2941c9bcf32aa6301a,train
05ec37b10ee25ea0b0be4bba4e493a8b48cb9944aaf6e43025ed1890575f4bad,train
06172b01787d8b5709e8ecf619627c851a3ab37db181c7a27e51e7c649cd3a02,val
063b51dc89e370d898cba47bb27e919975212e0133284fcaee2874fe968d5d10,test
0657e13991247f25de9cf283eb9da2616eed1133f9aeea6b959daddfaacfecb4,train
07ab50258038a0a0df71185173633bb15cf4d65ae6abb0dc82db2f57565ad8ed,train
07b35d5bd8982fc4128f63c2ef0c2da65021fe1050449bd7b6e124256ae69ac3,train
